seed,experiment,treatment,control,diff
23107,E11_verified_sharpening,0.9800000190734863,0.8537499904632568,0.1262500286102295
23107,E12_anchor_preservation,0.9599999785423279,0.9340000152587891,0.02599996328353882
23160,E1_recall_competition,0.3623564982738109,0.06920668526248333,0.2931498130113276
23160,E2_associative_chain,0.6681818181818182,0.02727272727272727,0.640909090909091
23160,E3_endogenous_transfer,0.2916666666666667,0.0,0.2916666666666667
23160,E4_goal_directed,0.2222222222222222,0.07222222222222222,0.15
23160,E5_recursive_strengthening,0.9946804276127742,0.12331368474977197,0.8713667428630022
23160,E6_clone_divergence,0.03748908948964363,0.0,0.03748908948964363
23160,E7_observation_x_thought,0.22564102564102564,0.05429864253393665,0.171342383107089
23160,E8_dream_recombination,1.0,0.0,1.0
23160,E9_lora_validated_internalization,0.9739999771118164,0.7179999947547913,0.25599998235702515
23160,E10_validated_vs_unvalidated,0.9257143139839172,0.558571457862854,0.36714285612106323
23160,E11_verified_sharpening,0.9737499952316284,0.78125,0.19249999523162842
23160,E12_anchor_preservation,0.7480000257492065,0.6800000071525574,0.06800001859664917
23213,E1_recall_competition,0.3587617982394097,0.04654982161597874,0.3122119766234309
23213,E2_associative_chain,0.5863636363636363,0.045454545454545456,0.5409090909090909
23213,E3_endogenous_transfer,0.25,0.0,0.25
23213,E4_goal_directed,0.28888888888888886,0.044444444444444446,0.2444444444444444
23213,E5_recursive_strengthening,0.9946427388715697,0.12254840594235504,0.8720943329292147
23213,E6_clone_divergence,0.037285670041076156,0.0,0.037285670041076156
23213,E7_observation_x_thought,0.30158730158730157,0.058823529411764705,0.24276377217553685
23213,E8_dream_recombination,1.0,0.0,1.0
23213,E9_lora_validated_internalization,0.9900000095367432,0.8500000238418579,0.13999998569488525
23213,E10_validated_vs_unvalidated,0.9257143139839172,0.6657142639160156,0.2600000500679016
23213,E11_verified_sharpening,0.9662500023841858,0.8100000023841858,0.15625
23213,E12_anchor_preservation,0.8820000290870667,0.8299999833106995,0.05200004577636719
23266,E1_recall_competition,0.3367064361357337,0.07412072240554787,0.2625857137301858
23266,E2_associative_chain,0.6409090909090909,0.03636363636363636,0.6045454545454545
23266,E3_endogenous_transfer,0.325,0.0,0.325
23266,E4_goal_directed,0.25,0.044444444444444446,0.20555555555555555
23266,E5_recursive_strengthening,0.9946626089125157,0.12295069136580795,0.8717119175467077
